,val_loss,val_acc,loss,acc
0,7.8902047885361535,0.0006720430107526882,7.891713583740294,0.0007508259084993493
1,7.834599197551769,0.0020161290322580645,7.88138041998462,0.0007508259084993493
2,7.763676945881177,0.0020161290322580645,7.831176878107788,0.0008008809690659726
3,7.719963130130563,0.0006720430107526882,7.77489665270878,0.0009510461507658424
4,7.6607494610612115,0.0006720430107526882,7.727569285569481,0.0011012113324657122
5,7.589685450318039,0.0013440860215053765,7.683305270631985,0.001201321453598959
6,7.523582863551314,0.004032258064516129,7.627516283400451,0.0017509630296663164
7,7.525052140997161,0.0,7.574537490531004,0.001751927119831815
8,7.411797892662786,0.003360215053763441,7.530359579237723,0.0023525878466312943
9,7.339711455888645,0.002688172043010753,7.487355608901458,0.002803083391730904
10,7.37481822762438,0.002688172043010753,7.458274277997139,0.0028515683625994297
11,7.3239159481499785,0.003360215053763441,7.414510074756396,0.0030033036339973973
12,7.29175292804677,0.004704301075268817,7.3884676711935695,0.0029532485734307737
13,7.294096767261464,0.002688172043010753,7.371750900210921,0.003051678423132723
14,7.242773116724509,0.003385240352064997,7.3308817295355535,0.003854239663629993
15,7.163224307439661,0.010080645161290322,7.30352485567758,0.003854239663629993
16,7.210069482044507,0.004032258064516129,7.277233911021263,0.0046551206326959655
17,7.134274805745771,0.006720430107526882,7.258444613481453,0.004755230753829212
18,7.158821926322035,0.006720430107526882,7.2308346406274255,0.004955450996095705
19,7.069983820761403,0.003360215053763441,7.199315714972169,0.005005506056662328
20,7.067475549636349,0.008064516129032258,7.168801173660955,0.005503026664665566
21,6.978499626903496,0.008801624915368992,7.141376443810721,0.0063534944219320625
22,6.980443636576335,0.006720430107526882,7.113965671811212,0.006256882570827911
23,6.9441407726657,0.008064516129032258,7.083433804370564,0.007153934664065236
24,6.920785816766882,0.009408602150537635,7.070107602538474,0.007658424266693362
25,6.907068626855009,0.010752688172043012,7.0385738046752895,0.007404072239731853
26,6.920959503419938,0.008736559139784945,7.00152755167907,0.00745820402442687
27,6.84503387635754,0.00739247311827957,6.983844240906061,0.008354595027264995
28,6.884387934135277,0.010155721056194989,6.945935031913973,0.008909800781604823
29,6.933692368127966,0.010752688172043012,6.934478477334246,0.008359195114626088
30,6.79612402249408,0.008736559139784945,6.9043156869872835,0.010261287416903651
31,6.743191888255458,0.01747311827956989,6.882824699350492,0.010261287416157774
32,6.694022860578311,0.010752688172043012,6.851187273217031,0.009760736810491541
33,6.677088173486853,0.01881720430107527,6.829048530680005,0.011162278506356992
34,6.685912378372684,0.016801075268817203,6.799873366554608,0.012456851268197509
35,6.605545792528378,0.016129032258064516,6.76723999501659,0.01356492141355491
36,6.573025596892422,0.012863913337846988,6.74365670008635,0.012713985383922315
37,6.563687186087331,0.021505376344086023,6.726108131304627,0.014165582140354389
38,6.513208748191915,0.020833333333333332,6.694011609181232,0.015066573230553609
39,6.570394833882649,0.019489247311827957,6.677072461487498,0.016368004805285816
40,6.515970071156819,0.0228494623655914,6.649784218908156,0.01636800480603169
41,6.441949208577474,0.016129032258064516,6.626121240318421,0.0171594376907299
42,6.469763073869931,0.025537634408602152,6.59281789532103,0.01847031734908399
43,6.467604113496795,0.01963439404197698,6.574535950250079,0.019421363499849836
44,6.3310216216630835,0.034274193548387094,6.550296757827019,0.01981089599279604
45,6.331128735696116,0.024193548387096774,6.533198181961568,0.020372409650615677
46,6.34354333467381,0.0228494623655914,6.528515343122361,0.02057262989288217
47,6.373847930662094,0.02217741935483871,6.488810109261553,0.020872960257027787
48,6.26630159090924,0.027553763440860215,6.480032360961065,0.02296262944619541
49,6.297950770265313,0.02620967741935484,6.460626596850262,0.022474722195159735
